gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3070469352	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/6351799	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.336863	-122.625034	27801.0						2017-05-24T13:26:04	24	5	2017	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	6351799		Joey Santore	2017-05-25T00:45:17	CC_BY_NC_4_0	Joey Santore	Joey Santore			2021-04-11T11:22:50.753Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3070296886	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/49780399	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.23367	-122.734253	27816.0						2020-06-12T00:00:00	12	6	2020	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	49780399		Philip Georgakakos	2020-06-15T23:17:50	CC_BY_NC_4_0	Philip Georgakakos	Philip Georgakakos			2021-04-11T11:05:44.923Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3070268379	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/6539652	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.434781	-122.580077	27770.0						2015-10-09T18:02:46	9	10	2015	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	6539652		Joey Santore	2017-06-07T21:03:12	CC_BY_NC_4_0	Joey Santore	Joey Santore			2021-04-11T10:57:34.938Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3068011680	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/71544265	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.910646	-123.947895	27723.0						2016-10-20T13:25:00	20	10	2016	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	71544265		jensanford	2021-03-19T11:47:12	CC_BY_NC_4_0	jensanford	jensanford			2021-04-11T11:46:46.411Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3067814312	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/71765810	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.988444	-124.062793	27723.0						2021-03-21T10:52:12	21	3	2021	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	71765810		iamtooarealdoctor	2021-03-22T01:48:23	CC_BY_NC_4_0	iamtooarealdoctor	iamtooarealdoctor			2021-04-11T11:38:50.541Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3067732831	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/71683089	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.990556	-123.973443	27723.0						2018-06-14T11:38:00	14	6	2018	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	71683089		daver	2021-03-21T04:58:58	CC_BY_NC_4_0	daver	daver			2021-04-11T11:12:39.370Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3067688038	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/54495534	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.290598	-122.422736	27816.0						2020-07-25T10:53:00	25	7	2020	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	54495534		Luca Hickey	2020-07-27T06:22:19	CC_BY_NC_4_0	Luca Hickey	Luca Hickey			2021-04-11T11:07:30.207Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3067665139	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/54495588	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.263545	-122.409131	27816.0						2020-07-26T01:49:00	26	7	2020	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	54495588		Luca Hickey	2020-07-27T06:22:50	CC_BY_NC_4_0	Luca Hickey	Luca Hickey			2021-04-11T11:07:48.836Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3067595097	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/54495511	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.217241	-122.507386	27816.0						2020-07-25T10:21:00	25	7	2020	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	54495511		Luca Hickey	2020-07-27T06:22:06	CC_BY_NC_4_0	Luca Hickey	Luca Hickey			2021-04-11T11:06:54.910Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3061654336	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/71316484	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.006005	-122.667739	27847.0						2021-03-13T14:29:00	13	3	2021	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	71316484		Morgan Stickrod	2021-03-15T19:30:14	CC0_1_0	Morgan Stickrod	Morgan Stickrod			2021-04-11T11:15:11.607Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3061586995	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/71243857	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		Oregon	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.046485	-124.096478	237.0						2015-11-24T10:24:00	24	11	2015	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	71243857		jensanford	2021-03-14T20:17:40	CC_BY_NC_4_0	jensanford	jensanford			2021-04-11T11:35:51.150Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3059681143	b0515413-6d32-490a-83a0-f8c08f002c70	0b52fff7-c1f8-4bdf-a191-a5a6e5287af4	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica	Torr.	US	0.5 mile north of Darlingtonia.	California	PRESENT		a8a2b5b7-4683-4566-8e95-3fb3adaeff39	41.8404	-123.9318							1966-10-05T00:00:00	5	10	1966	5939805	5939805	PRESERVED_SPECIMEN	CDA		CDA-0025339	15241			CC_BY_NC_4_0		T.C. Fuller			2021-03-30T12:26:04.890Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3059681129	b0515413-6d32-490a-83a0-f8c08f002c70	b97890f8-5e5c-4ffc-849a-2e6a1f70149a	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica	Torr.	US	Shasta-Trinity National Forest, Forest Service Road 17, 12 miles east of Route 3.	California	PRESENT		a8a2b5b7-4683-4566-8e95-3fb3adaeff39					1463.0				1998-07-11T00:00:00	11	7	1998	5939805	5939805	PRESERVED_SPECIMEN	CDA		CDA-0025342	928			CC_BY_NC_4_0		Gordon Leppig; Tony LaBanca			2021-03-30T12:26:04.889Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3059681127	b0515413-6d32-490a-83a0-f8c08f002c70	01874750-068d-444e-b7ce-c833cde21e62	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica	Torr.	US	Pioneer Rd. & Highway 199, 0.5 mile north of Darlingtonia.	California	PRESENT		a8a2b5b7-4683-4566-8e95-3fb3adaeff39	41.8404	-123.9318							1958-06-18T00:00:00	18	6	1958	5939805	5939805	PRESERVED_SPECIMEN	CDA		CDA-0025340	1729			CC_BY_NC_4_0		T.C. Fuller			2021-03-30T12:26:04.889Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3059681125	b0515413-6d32-490a-83a0-f8c08f002c70	d72fa4d7-e7b5-4098-a4d0-1309084746c1	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica	Torr.	US	Pioneer Rd. & Highway 199, 0.5 mile north of Darlingtonia.	California	PRESENT		a8a2b5b7-4683-4566-8e95-3fb3adaeff39	41.8404	-123.9318							1958-06-18T00:00:00	18	6	1958	5939805	5939805	PRESERVED_SPECIMEN	CDA		CDA-0025341	1729			CC_BY_NC_4_0		T.C. Fuller			2021-03-30T12:26:04.899Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3059667983	b0515413-6d32-490a-83a0-f8c08f002c70	58463a47-40e9-4fd4-a5da-686aa67ce4c9	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica	Torr.	US	0.6 mile west of road to Twain, 0.6 mile west of end of pavement; Butterfly Valley.	California	PRESENT		a8a2b5b7-4683-4566-8e95-3fb3adaeff39	40.000757	-120.98136	969.0						1977-08-16T00:00:00	16	8	1977	5939805	5939805	PRESERVED_SPECIMEN	CDA		CDA-0025338	2328			CC_BY_NC_4_0		G.D. Barbe			2021-03-30T12:26:03.183Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3059159069	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/70962163	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		Oregon	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.046841	-124.098106	9.0						2021-03-10T11:11:00	10	3	2021	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	70962163		Stefan	2021-03-10T21:25:03	CC_BY_NC_4_0	Stefan	Stefan			2021-04-11T11:49:49.568Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3059150849	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/70911825	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		Oregon	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.229636	-123.702898	244.0						2013-10-21T03:43:00	21	10	2013	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	70911825		Howard W Erbe	2021-03-10T01:12:43	CC_BY_NC_4_0	Howard W Erbe	Howard W Erbe			2021-04-11T11:13:27.486Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3059130018	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/70573252	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.951287	-123.881271	27723.0						2021-02-23T17:12:56	23	2	2021	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	70573252		Drew Meyer	2021-03-04T21:18:08	CC_BY_NC_4_0	Drew Meyer	Drew Meyer			2021-04-11T11:13:23.858Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3059047646	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/70577274	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		Oregon	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.021607	-123.841664							2021-02-25T09:16:12	25	2	2021	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	70577274		Drew Meyer	2021-03-04T22:34:46	CC_BY_NC_4_0	Drew Meyer	Drew Meyer			2021-04-11T11:37:01.384Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3059005943	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/70947240	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		Oregon	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.245226	-123.682967	122.0						1980-01-01T00:00:00	1	1	1980	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	70947240		Howard W Erbe	2021-03-10T16:42:24	CC_BY_NC_4_0	Howard W Erbe	Howard W Erbe			2021-04-11T11:14:05.213Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3058997975	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/70573146	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.826985	-123.934597	27723.0						2021-02-23T16:28:44	23	2	2021	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	70573146		Drew Meyer	2021-03-04T21:15:42	CC_BY_NC_4_0	Drew Meyer	Drew Meyer			2021-04-11T11:13:48.681Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3058966378	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/70833089	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.748732	-124.086756	27754.0						2021-03-07T10:47:35	7	3	2021	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	70833089		Isaac Aguilar	2021-03-08T20:14:23	CC_BY_NC_4_0	Isaac Aguilar	Isaac Aguilar			2021-04-11T11:14:18.474Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3058944861	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/70221644	Plantae	Tracheophyta	Magnoliopsida	Ericales	Sarraceniaceae	Darlingtonia	Darlingtonia californica		SPECIES	Darlingtonia californica Torr.	Darlingtonia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.819891	-123.870713	27723.0						2021-01-21T11:31:32	21	1	2021	5939805	5939805	HUMAN_OBSERVATION	iNaturalist	Observations	70221644		escooz20	2021-02-26T23:18:15	CC_BY_NC_4_0	escooz20	escooz20			2021-04-11T11:11:49.777Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
